Week,None,D0,D1,D2,D3,D4,DSCI
2002-09-03,12.33,45.55,24.15,17.97,0.00,0.00,148
2002-08-27,37.81,23.42,26.84,3.80,5.67,2.46,123
2002-08-20,25.12,45.18,17.40,3.70,5.85,2.75,128
2002-08-13,24.95,48.24,16.21,6.49,4.10,0.00,117
2002-08-06,28.15,47.71,13.39,6.82,3.93,0.00,111
2002-07-30,20.63,55.25,15.88,5.44,2.80,0.00,115
2002-07-23,14.74,67.29,10.19,5.48,2.30,0.00,113
2002-07-16,50.01,35.92,9.39,4.68,0.00,0.00,69
2002-07-09,55.84,32.17,7.46,4.52,0.00,0.00,61
2002-07-02,67.72,20.75,7.59,3.94,0.00,0.00,48
2002-06-25,66.72,21.70,7.46,4.11,0.00,0.00,49
2002-06-18,65.99,23.00,7.81,3.21,0.00,0.00,48
2002-06-11,62.23,23.36,10.87,3.55,0.00,0.00,56
2002-06-04,61.97,19.38,12.96,5.69,0.00,0.00,62
2002-05-28,60.11,14.89,17.95,7.05,0.00,0.00,72
2002-05-21,57.32,19.22,15.59,7.87,0.00,0.00,74
2002-05-14,52.55,10.17,17.08,20.21,0.00,0.00,105
2002-05-07,45.76,11.15,16.27,24.08,2.74,0.00,127
2002-04-30,45.77,11.18,13.79,23.49,5.77,0.00,132
2002-04-23,37.87,13.53,17.24,21.92,9.44,0.00,152
2002-04-16,37.09,10.51,15.30,27.23,9.87,0.00,162
2002-04-09,23.50,18.38,17.05,29.56,11.51,0.00,187
2002-04-02,24.00,18.47,17.80,28.29,11.44,0.00,185
2002-03-26,13.36,19.41,16.84,31.43,18.97,0.00,223
2002-03-19,12.95,17.83,17.70,32.22,19.31,0.00,227
2002-03-12,13.44,16.65,17.97,32.27,19.68,0.00,228
2002-03-05,14.26,19.53,16.60,34.73,14.88,0.00,216
2002-02-26,14.73,19.98,16.59,33.80,14.90,0.00,214
2002-02-19,14.70,20.43,20.45,30.32,14.10,0.00,209
2002-02-12,17.17,19.67,22.69,35.19,5.29,0.00,192
2002-02-05,18.49,25.62,22.82,28.03,5.04,0.00,176
2002-01-29,14.65,29.14,21.68,28.69,5.84,0.00,182
2002-01-22,26.66,21.72,21.76,24.27,5.58,0.00,160
2002-01-15,25.84,22.22,21.42,24.67,5.85,0.00,162
2002-01-08,23.47,25.33,19.64,21.70,9.86,0.00,169
2002-01-01,22.27,26.29,24.67,17.42,9.36,0.00,165
2001-12-25,21.99,27.25,24.51,16.75,9.50,0.00,165
2001-12-18,18.04,31.20,21.60,19.65,9.50,0.00,171
2001-12-11,15.03,31.20,37.74,16.03,0.00,0.00,155
2001-12-04,13.42,25.04,43.95,17.59,0.00,0.00,166
2001-11-27,13.42,26.70,43.85,16.03,0.00,0.00,162
2001-11-20,13.70,26.71,43.56,16.03,0.00,0.00,162
2001-11-13,13.70,35.38,39.05,11.87,0.00,0.00,149
2001-11-06,20.00,31.30,36.82,11.87,0.00,0.00,141
2001-10-30,24.06,35.54,31.95,8.45,0.00,0.00,125
2001-10-23,23.98,45.06,28.76,2.21,0.00,0.00,109
2001-10-16,47.10,26.04,24.97,1.89,0.00,0.00,82
2001-10-09,46.40,26.83,24.90,1.87,0.00,0.00,82
2001-10-02,53.35,24.37,20.40,1.87,0.00,0.00,71
2001-09-25,45.58,24.08,17.48,12.85,0.00,0.00,98
2001-09-18,25.64,39.16,21.84,13.35,0.00,0.00,123
2001-09-11,31.83,32.95,21.87,13.35,0.00,0.00,117
2001-09-04,37.21,37.36,15.08,10.35,0.00,0.00,99
2001-08-28,34.49,30.53,21.74,13.25,0.00,0.00,114
2001-08-21,43.00,28.87,21.03,7.09,0.00,0.00,92
2001-08-14,39.13,33.58,21.11,6.18,0.00,0.00,94
2001-08-07,38.57,49.46,11.97,0.00,0.00,0.00,73
2001-07-31,53.82,40.29,5.88,0.00,0.00,0.00,52
2001-07-24,70.43,26.32,3.25,0.00,0.00,0.00,33
2001-07-17,75.12,23.66,1.22,0.00,0.00,0.00,26
2001-07-10,68.82,29.51,1.67,0.00,0.00,0.00,33
2001-07-03,72.45,25.87,1.67,0.00,0.00,0.00,29
2001-06-26,79.47,18.85,1.67,0.00,0.00,0.00,22
2001-06-19,75.01,20.78,4.20,0.00,0.00,0.00,29
2001-06-12,66.93,27.96,5.11,0.00,0.00,0.00,38
2001-06-05,58.55,36.34,5.11,0.00,0.00,0.00,47
2001-05-29,14.24,52.37,33.40,0.00,0.00,0.00,119
2001-05-22,8.09,34.87,57.04,0.00,0.00,0.00,149
2001-05-15,9.98,60.16,25.35,4.21,0.30,0.00,125
2001-05-08,12.05,81.88,4.61,1.46,0.00,0.00,95
2001-05-01,94.04,3.54,2.41,0.00,0.00,0.00,8
2001-04-24,94.73,5.25,0.02,0.00,0.00,0.00,5
2001-04-17,91.23,8.75,0.02,0.00,0.00,0.00,9
2001-04-10,89.96,10.00,0.04,0.00,0.00,0.00,10
2001-04-03,81.59,18.37,0.04,0.00,0.00,0.00,18
2001-03-27,79.66,20.18,0.16,0.00,0.00,0.00,21
2001-03-20,87.48,12.27,0.25,0.00,0.00,0.00,13
2001-03-13,85.50,14.24,0.27,0.00,0.00,0.00,15
2001-03-06,85.52,14.21,0.27,0.00,0.00,0.00,15
2001-02-27,83.18,16.56,0.27,0.00,0.00,0.00,17
2001-02-20,85.59,14.15,0.27,0.00,0.00,0.00,15
2001-02-13,76.32,20.12,3.15,0.41,0.00,0.00,28
2001-02-06,76.28,23.03,0.69,0.00,0.00,0.00,24
2001-01-30,70.07,29.24,0.69,0.00,0.00,0.00,31
2001-01-23,69.12,30.19,0.69,0.00,0.00,0.00,32
2001-01-16,88.38,9.45,1.55,0.63,0.00,0.00,14
2001-01-09,90.35,7.47,1.55,0.63,0.00,0.00,12
2001-01-02,90.35,7.66,1.81,0.19,0.00,0.00,12
2000-12-26,90.35,7.66,1.81,0.19,0.00,0.00,12
2000-12-19,90.15,7.85,1.81,0.19,0.00,0.00,12
2000-12-12,76.66,17.28,4.93,1.12,0.00,0.00,31
2000-12-05,79.12,17.19,3.08,0.61,0.00,0.00,25
2000-11-28,80.61,18.78,0.61,0.00,0.00,0.00,20
2000-11-21,95.03,4.46,0.51,0.00,0.00,0.00,5
2000-11-14,94.22,4.75,1.03,0.00,0.00,0.00,7
2000-11-07,64.91,34.07,1.02,0.00,0.00,0.00,36
2000-10-31,83.33,15.72,0.95,0.00,0.00,0.00,18
2000-10-24,98.59,1.41,0.00,0.00,0.00,0.00,1
2000-10-17,98.29,1.71,0.00,0.00,0.00,0.00,2
2000-10-10,91.67,8.33,0.00,0.00,0.00,0.00,8
2000-10-03,88.51,11.49,0.00,0.00,0.00,0.00,11
2000-09-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-09-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-09-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-09-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-08-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-07-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-07-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-07-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-07-04,99.17,0.83,0.00,0.00,0.00,0.00,1
2000-06-27,96.41,2.96,0.63,0.00,0.00,0.00,4
2000-06-20,98.12,1.88,0.00,0.00,0.00,0.00,2
2000-06-13,98.33,1.67,0.00,0.00,0.00,0.00,2
2000-06-06,99.21,0.79,0.00,0.00,0.00,0.00,1
2000-05-30,99.21,0.79,0.00,0.00,0.00,0.00,1
2000-05-23,94.40,5.60,0.00,0.00,0.00,0.00,6
2000-05-16,94.36,5.64,0.00,0.00,0.00,0.00,6
2000-05-09,94.36,5.64,0.00,0.00,0.00,0.00,6
2000-05-02,94.23,5.77,0.00,0.00,0.00,0.00,6
2000-04-25,94.23,5.77,0.00,0.00,0.00,0.00,6
2000-04-18,89.88,10.12,0.00,0.00,0.00,0.00,10
2000-04-11,93.33,6.67,0.00,0.00,0.00,0.00,7
2000-04-04,89.36,10.64,0.00,0.00,0.00,0.00,11
2000-03-28,89.86,10.08,0.05,0.00,0.00,0.00,10
2000-03-21,92.98,6.80,0.21,0.00,0.00,0.00,7
2000-03-14,94.74,5.18,0.08,0.00,0.00,0.00,5
2000-03-07,94.80,5.12,0.08,0.00,0.00,0.00,5
2000-02-29,99.84,0.16,0.00,0.00,0.00,0.00,0
2000-02-22,99.70,0.30,0.00,0.00,0.00,0.00,0
2000-02-15,85.59,13.38,1.03,0.00,0.00,0.00,15
2000-02-08,85.70,13.27,1.03,0.00,0.00,0.00,15
2000-02-01,85.70,13.45,0.85,0.00,0.00,0.00,15
2000-01-25,84.04,14.66,1.30,0.00,0.00,0.00,17
2000-01-18,82.52,15.95,1.53,0.00,0.00,0.00,19
2000-01-11,82.73,15.74,1.53,0.00,0.00,0.00,19
2000-01-04,92.83,4.59,2.58,0.00,0.00,0.00,10
